,User Name,Review Title,Review Text,Star,Review posted time,Total Description,ReviewDescription_score,ReviewDescription_Sentiment
4883,Bauffy,great upgrade,echo show 8 gift echo 5 really like larger screen sound much better one favorite thing echo face time child also use turn living room lamp using kasa app,5.0 out of 5 stars,"Reviewed in the United States on January 18, 2021",echo show 8 gift echo 5 really like larger screen sound much better one favorite thing echo face time child also use turn living room lamp using kasa appgreat upgrade,0.8724654912948608,NEGATIVE
4884,TM,best choice far among 5 8 10,much research chose 8 5 10 speaker good 10 thats care also display good 10 difference 8 10 10 better camera never plan using video chat quality worth extra 100 price difference,5.0 out of 5 stars,"Reviewed in the United States on December 13, 2019",much research chose 8 5 10 speaker good 10 thats care also display good 10 difference 8 10 10 better camera never plan using video chat quality worth extra 100 price differencebest choice far among 5 8 10,0.8666356801986694,NEGATIVE
4885,Chris,ok,cant get rid ad cant watch netflix time doesnt understand saying work fine music unplug use take care recording cameradownloaded gmail cant see,3.0 out of 5 stars,"Reviewed in the United States on December 21, 2019",cant get rid ad cant watch netflix time doesnt understand saying work fine music unplug use take care recording cameradownloaded gmail cant seeok,0.9930500984191895,NEGATIVE
4886,Scott Kasden,connectivity issue show 8,still issue connecting blink camera echo show 8 bought bundle advertised would compatible reached c help resolving issue one replied emailmessage frustrating everything work well advertised,1.0 out of 5 stars,"Reviewed in the United States on January 8, 2021",still issue connecting blink camera echo show 8 bought bundle advertised would compatible reached c help resolving issue one replied emailmessage frustrating everything work well advertisedconnectivity issue show 8,0.9973627924919128,NEGATIVE
4887,J and J,great addition network,echo since first released adding show8 great linked stored photo amazon get surprise everyday older pic show screen,5.0 out of 5 stars,"Reviewed in the United States on February 9, 2020",echo since first released adding show8 great linked stored photo amazon get surprise everyday older pic show screengreat addition network,0.7718206644058228,POSITIVE
4888,Toy Collector,surprisingly good,pleasantly surprised well work sound quality great voice recognition work good distance without raising voice even whole playing music max volume great device,5.0 out of 5 stars,"Reviewed in the United States on January 14, 2020",pleasantly surprised well work sound quality great voice recognition work good distance without raising voice even whole playing music max volume great devicesurprisingly good,0.9995042085647583,POSITIVE
4889,Oliver W. Brown,awesome upgrade,awesome upgrade show original three year developed short power cord new show power cord detachable replaced sound video quality incredible highly recommend upgrading new show,5.0 out of 5 stars,"Reviewed in the United States on February 16, 2020",awesome upgrade show original three year developed short power cord new show power cord detachable replaced sound video quality incredible highly recommend upgrading new showawesome upgrade,0.9965283274650574,POSITIVE
4890,Mike & Carolyn Fenley,smartest assistant home,amazed echo show voice recognition phenomenal love way quick answer visual display recipe integration sending recipe phone awesome highly recommend echo show 8,5.0 out of 5 stars,"Reviewed in the United States on February 16, 2021",amazed echo show voice recognition phenomenal love way quick answer visual display recipe integration sending recipe phone awesome highly recommend echo show 8smartest assistant home,0.9990171194076538,POSITIVE
4891,Lynn F.,good basic screen application,decent unit nice screen size kitchen application good recipe playing amazon pandora several various model pump music bose speaker application speaker comparison keeping real offense amazon platform basically decent search platformthe screen spot breaking flipping around 2 year life disappointed sure life,5.0 out of 5 stars,"Reviewed in the United States on February 29, 2020",decent unit nice screen size kitchen application good recipe playing amazon pandora several various model pump music bose speaker application speaker comparison keeping real offense amazon platform basically decent search platformthe screen spot breaking flipping around 2 year life disappointed sure lifegood basic screen application,0.9560597538948059,POSITIVE
4892,Keith Constance,good product,really like echo understand every command interact great spotify sirius xm calendar screen great audio really good im sure everyone hate suggestion really enjoy,5.0 out of 5 stars,"Reviewed in the United States on February 8, 2021",really like echo understand every command interact great spotify sirius xm calendar screen great audio really good im sure everyone hate suggestion really enjoygood product,0.9978628754615784,POSITIVE
4893,A1 Computer Service & Parts,old learn,alexa recognizes voice responds quickly answer clear voice learning echo time get hint instruction time help u great love,5.0 out of 5 stars,"Reviewed in the United States on February 13, 2021",alexa recognizes voice responds quickly answer clear voice learning echo time get hint instruction time help u great loveold learn,0.882935643196106,NEGATIVE
4894,Lockard ,sometimes go deaf,like product bu sometimes seems go deaf also find speak moderate voice usually hears pretty well dont think like yelled smile,4.0 out of 5 stars,"Reviewed in the United States on January 19, 2021",like product bu sometimes seems go deaf also find speak moderate voice usually hears pretty well dont think like yelled smilesometimes go deaf,0.984123170375824,NEGATIVE
4895,Lockard ,dont see compelling reason buy,bought expecting echo show ring doorbell seamlessly work together echo show doesnt show video ring doorbell pressed announce door even also random sometime work sometimes look half baked productdont recommend,2.0 out of 5 stars,"Reviewed in the United States on January 9, 2020",bought expecting echo show ring doorbell seamlessly work together echo show doesnt show video ring doorbell pressed announce door even also random sometime work sometimes look half baked productdont recommenddont see compelling reason buy,0.9912478923797607,NEGATIVE
